date,cumulative_return
2024-07-22,1.2070326051140396
2024-07-23,1.193013811968458
2024-07-24,1.1323570524261264
2024-07-25,1.1717678241679121
2024-07-26,1.1620121884176404
2024-07-29,1.2365568371252684
2024-07-30,1.2696519953039833
2024-07-31,1.172422130589708
2024-08-01,1.173728265959081
2024-08-02,1.1469747740120915
2024-08-05,1.169786190816966
2024-08-06,1.1383502050896128
2024-08-07,1.1457992379056066
2024-08-08,1.1196714865111885
2024-08-09,1.11020656826184
2024-08-12,1.1664559728303159
2024-08-13,1.1804860228888847
2024-08-14,1.2325313841701346
2024-08-15,1.2069894802801548
2024-08-16,1.2122413590904588
2024-08-19,1.226578527330068
2024-08-20,1.2111330842665167
2024-08-21,1.2111384467440427
2024-08-22,1.2326261784361092
2024-08-23,1.232230672188217
2024-08-26,1.2431417699052663
2024-08-27,1.2805002766524352
2024-08-28,1.275449984308552
2024-08-29,1.1998829104108264
2024-08-30,1.1747789786412732
2024-09-03,1.0890332830262124
2024-09-04,1.0280190536764855
2024-09-05,0.9878426691283477
2024-09-06,1.0311840225557392
2024-09-09,1.0404299885310286
2024-09-10,1.0093540735186428
2024-09-11,1.082524186724739
2024-09-12,1.0948061773110114
2024-09-13,1.0922667127226644
2024-09-16,1.0878353728983936
2024-09-17,1.0721766852689507
2024-09-18,1.0553263985268417
2024-09-19,1.0204856902368395
2024-09-20,1.0279448096862924
2024-09-23,0.9802112372019123
2024-09-24,1.002556535371908
2024-09-25,1.013596137077108
2024-09-26,1.028886081408118
2024-09-27,0.98239591139501
2024-09-30,0.9782700975651866
2024-10-01,0.9557583470794413
2024-10-02,1.0053267542458921
2024-10-03,0.9369146473977334
2024-10-04,0.9585064606160978
2024-10-07,1.015696846678777
2024-10-08,1.0411331028622812
2024-10-09,1.0536899625733294
2024-10-10,1.0262243267408326
2024-10-11,0.9373228221851524
2024-10-14,0.9198727943535037
2024-10-15,0.9666526018038339
2024-10-16,0.9437542833054868
2024-10-17,0.9331545843825473
2024-10-18,0.9247675987727544
2024-10-21,0.8768807951848403
2024-10-22,0.8738911821408719
2024-10-23,0.8652251861800349
2024-10-24,1.0630301183148188
2024-10-25,1.0358034458829661
2024-10-28,1.0168568688651516
2024-10-29,1.0001302978767233
2024-10-30,1.0061017845736857
2024-10-31,1.023447430783754
2024-11-01,0.99980668039569
